_id,AnnoA,AteneoNOME,AteneoCOD,SESSO,Isc
1155,2015/2016,Macerata,4301,F,7130
1156,2015/2016,Macerata,4301,M,2854
1157,2015/2016,Marche,4201,F,7068
1158,2015/2016,Marche,4201,M,8553
1159,2015/2016,Messina,8301,F,14908
1160,2015/2016,Messina,8301,M,8762
1161,2015/2016,Milano,1501,F,35538
1162,2015/2016,Milano,1501,M,24913
1163,2015/2016,Milano Bicocca,1509,F,19696
1164,2015/2016,Milano Bicocca,1509,M,12398
1165,2015/2016,Milano Bocconi,1503,F,6285
1166,2015/2016,Milano Bocconi,1503,M,6960
1167,2015/2016,Milano Cattolica,1504,F,23406
1168,2015/2016,Milano Cattolica,1504,M,13101
1169,2015/2016,Milano IULM,1505,F,3313
1170,2015/2016,Milano IULM,1505,M,1351
1171,2015/2016,Milano Politecnico,1502,F,13412
1172,2015/2016,Milano Politecnico,1502,M,27368
1173,2015/2016,Milano San Raffaele,1508,F,1374
1174,2015/2016,Milano San Raffaele,1508,M,949
1175,2015/2016,Modena e Reggio Emilia,3601,F,11018
1176,2015/2016,Modena e Reggio Emilia,3601,M,9811
1177,2015/2016,Molise,7001,F,4095
1178,2015/2016,Molise,7001,M,2858
1179,2015/2016,Napoli Benincasa,6304,F,6929
1180,2015/2016,Napoli Benincasa,6304,M,1155
1181,2015/2016,Napoli Federico II,6301,F,43387
1182,2015/2016,Napoli Federico II,6301,M,34570
1183,2015/2016,Napoli L'Orientale,6303,F,8312
1184,2015/2016,Napoli L'Orientale,6303,M,2368
1185,2015/2016,Napoli Parthenope,6302,F,6125
1186,2015/2016,Napoli Parthenope,6302,M,7692
1187,2015/2016,Napoli Pegaso - telematica,6307,F,4873
1188,2015/2016,Napoli Pegaso - telematica,6307,M,8129
1189,2015/2016,Napoli Vanvitelli,6306,F,15089
1190,2015/2016,Napoli Vanvitelli,6306,M,10838
1191,2015/2016,Novedrate e-Campus - telematica,1301,F,3850
1192,2015/2016,Novedrate e-Campus - telematica,1301,M,4013
1193,2015/2016,Padova,2801,F,31618
1194,2015/2016,Padova,2801,M,26967
1195,2015/2016,Palermo,8201,F,23622
1196,2015/2016,Palermo,8201,M,16563
1197,2015/2016,Parma,3401,F,12911
1198,2015/2016,Parma,3401,M,10150
1199,2015/2016,Pavia,1801,F,11698
1200,2015/2016,Pavia,1801,M,9379
1201,2015/2016,Perugia,5401,F,12032
1202,2015/2016,Perugia,5401,M,9495
1203,2015/2016,Perugia Stranieri,5403,F,527
1204,2015/2016,Perugia Stranieri,5403,M,365
1205,2015/2016,Piemonte Orientale,201,F,6560
1206,2015/2016,Piemonte Orientale,201,M,4209
1207,2015/2016,Pisa,5001,F,23209
1208,2015/2016,Pisa,5001,M,21829
1209,2015/2016,Reggio Calabria,8001,F,3168
1210,2015/2016,Reggio Calabria,8001,M,3101
1211,2015/2016,Reggio Calabria - Dante Alighieri,8003,F,803
1212,2015/2016,Reggio Calabria - Dante Alighieri,8003,M,161
1213,2015/2016,Roma  Mercatorum - telematica,5814,F,114
1214,2015/2016,Roma  Mercatorum - telematica,5814,M,174
1215,2015/2016,Roma Biomedico,5808,F,1015
1216,2015/2016,Roma Biomedico,5808,M,665
1217,2015/2016,Roma Europea,5812,F,461
1218,2015/2016,Roma Europea,5812,M,300
1219,2015/2016,Roma Foro Italico,5806,F,617
1220,2015/2016,Roma Foro Italico,5806,M,1612
1221,2015/2016,Roma La Sapienza,5801,F,57431
1222,2015/2016,Roma La Sapienza,5801,M,42319
1223,2015/2016,Roma Link Campus,5817,F,550
1224,2015/2016,Roma Link Campus,5817,M,1197
1225,2015/2016,Roma LUISS,5805,F,3860
1226,2015/2016,Roma LUISS,5805,M,4256
1227,2015/2016,Roma LUMSA,5803,F,4065
1228,2015/2016,Roma LUMSA,5803,M,1817
1229,2015/2016,Roma Marconi - telematica,5810,F,4124
1230,2015/2016,Roma Marconi - telematica,5810,M,5395
1231,2015/2016,Roma San Raffaele - telematica,5816,F,836
1232,2015/2016,Roma San Raffaele - telematica,5816,M,1207
1233,2015/2016,Roma Tor Vergata,5802,F,15222
1234,2015/2016,Roma Tor Vergata,5802,M,14456
1235,2015/2016,Roma Tre,5807,F,20147
1236,2015/2016,Roma Tre,5807,M,13797
1237,2015/2016,Roma UNICUSANO - telematica,5815,F,6897
1238,2015/2016,Roma UNICUSANO - telematica,5815,M,10365
1239,2015/2016,Roma UNINETTUNO - telematica,5813,F,3743
1240,2015/2016,Roma UNINETTUNO - telematica,5813,M,6075
1241,2015/2016,Roma UNINT,5809,F,1057
1242,2015/2016,Roma UNINT,5809,M,347
1243,2015/2016,Roma UNITELMA - telematica,5811,F,676
1244,2015/2016,Roma UNITELMA - telematica,5811,M,814
1245,2015/2016,Rozzano (MI) Humanitas University,1510,F,215
1246,2015/2016,Rozzano (MI) Humanitas University,1510,M,131
1247,2015/2016,Salento,7501,F,10691
1248,2015/2016,Salento,7501,M,6289
1249,2015/2016,Salerno,6501,F,20690
1250,2015/2016,Salerno,6501,M,14288
1251,2015/2016,Sannio,6201,F,2813
1252,2015/2016,Sannio,6201,M,2678
1253,2015/2016,Sassari,9001,F,7893
1254,2015/2016,Sassari,9001,M,4568
1255,2015/2016,Siena,5201,F,8956
1256,2015/2016,Siena,5201,M,6510
1257,2015/2016,Siena Stranieri,5202,F,1316
1258,2015/2016,Siena Stranieri,5202,M,318
1259,2015/2016,Teramo,6701,F,3619
1260,2015/2016,Teramo,6701,M,2578
1261,2015/2016,Torino,101,F,40727
1262,2015/2016,Torino,101,M,25623
1263,2015/2016,Torino Politecnico,102,F,8736
1264,2015/2016,Torino Politecnico,102,M,22004
1265,2015/2016,Torrevecchia Teatina Leonardo da Vinci - telematica,6902,F,80
1266,2015/2016,Torrevecchia Teatina Leonardo da Vinci - telematica,6902,M,55
1267,2015/2016,Trento,2201,F,8273
1268,2015/2016,Trento,2201,M,7969
1269,2015/2016,Trieste,3201,F,8486
1270,2015/2016,Trieste,3201,M,6577
1271,2015/2016,Tuscia,5601,F,3867
1272,2015/2016,Tuscia,5601,M,3971
1273,2015/2016,Udine,3001,F,7667
1274,2015/2016,Udine,3001,M,7207
1275,2015/2016,Urbino,4101,F,8492
1276,2015/2016,Urbino,4101,M,5382
1277,2015/2016,Venezia C Foscari,2701,F,12813
1278,2015/2016,Venezia C Foscari,2701,M,6955
1279,2015/2016,Venezia Iuav,2702,F,2184
1280,2015/2016,Venezia Iuav,2702,M,2082
1281,2015/2016,Verona,2301,F,14595
1282,2015/2016,Verona,2301,M,8087
1283,2014/2015,Aosta,701,F,836
1284,2014/2015,Aosta,701,M,316
1285,2014/2015,Bari,7201,F,30805
1286,2014/2015,Bari,7201,M,17863
1287,2014/2015,Bari Politecnico,7202,F,3269
1288,2014/2015,Bari Politecnico,7202,M,7024
1289,2014/2015,Basilicata,7601,F,4204
1290,2014/2015,Basilicata,7601,M,3024
1291,2014/2015,Benevento Giustino Fortunato - telematica,6202,F,241
1292,2014/2015,Benevento Giustino Fortunato - telematica,6202,M,385
1293,2014/2015,Bergamo,1601,F,9318
1294,2014/2015,Bergamo,1601,M,5537
1295,2014/2015,Bologna,3701,F,43044
1296,2014/2015,Bologna,3701,M,33877
1297,2014/2015,Bolzano,2101,F,1858
1298,2014/2015,Bolzano,2101,M,900
1299,2014/2015,Bra Scienze Gastronomiche,401,F,164
1300,2014/2015,Bra Scienze Gastronomiche,401,M,131
1301,2014/2015,Brescia,1701,F,6655
1302,2014/2015,Brescia,1701,M,7496
1303,2014/2015,Cagliari,9201,F,15973
1304,2014/2015,Cagliari,9201,M,10689
1305,2014/2015,Calabria,7801,F,17036
1306,2014/2015,Calabria,7801,M,11795
1307,2014/2015,Camerino,4302,F,3448
1308,2014/2015,Camerino,4302,M,3239
1309,2014/2015,Casamassima - G.Degennaro,7203,F,497
1310,2014/2015,Casamassima - G.Degennaro,7203,M,750
1311,2014/2015,Cassino,6001,F,4513
1312,2014/2015,Cassino,6001,M,3684
1313,2014/2015,Castellanza LIUC,1201,F,674
1314,2014/2015,Castellanza LIUC,1201,M,1143
1315,2014/2015,Catania,8701,F,27754
1316,2014/2015,Catania,8701,M,18146
1317,2014/2015,Catanzaro,7901,F,6558
1318,2014/2015,Catanzaro,7901,M,4203
1319,2014/2015,Chieti e Pescara,6901,F,17652
1320,2014/2015,Chieti e Pescara,6901,M,9709
1321,2014/2015,Enna KORE,8601,F,3601
1322,2014/2015,Enna KORE,8601,M,2357
1323,2014/2015,Ferrara,3801,F,8618
1324,2014/2015,Ferrara,3801,M,7032
1325,2014/2015,Firenze,4801,F,30013
1326,2014/2015,Firenze,4801,M,20920
1327,2014/2015,Firenze IUL - telematica,4804,F,35
1328,2014/2015,Firenze IUL - telematica,4804,M,5
1329,2014/2015,Foggia,7101,F,6056
1330,2014/2015,Foggia,7101,M,3470
1331,2014/2015,Genova,1001,F,17775
1332,2014/2015,Genova,1001,M,14465
1333,2014/2015,Insubria,1202,F,4971
1334,2014/2015,Insubria,1202,M,3895
1335,2014/2015,L'Aquila,6601,F,12134
1336,2014/2015,L'Aquila,6601,M,9110
1337,2014/2015,Macerata,4301,F,6917
1338,2014/2015,Macerata,4301,M,2815
1339,2014/2015,Marche,4201,F,7114
1340,2014/2015,Marche,4201,M,8615
1341,2014/2015,Messina,8301,F,16261
1342,2014/2015,Messina,8301,M,9257
1343,2014/2015,Milano,1501,F,35613
1344,2014/2015,Milano,1501,M,25098
1345,2014/2015,Milano Bicocca,1509,F,19826
1346,2014/2015,Milano Bicocca,1509,M,12332
1347,2014/2015,Milano Bocconi,1503,F,6449
1348,2014/2015,Milano Bocconi,1503,M,6880
1349,2014/2015,Milano Cattolica,1504,F,23413
1350,2014/2015,Milano Cattolica,1504,M,13028
1351,2014/2015,Milano IULM,1505,F,3049
1352,2014/2015,Milano IULM,1505,M,1269
1353,2014/2015,Milano Politecnico,1502,F,13335
1354,2014/2015,Milano Politecnico,1502,M,26744
1355,2014/2015,Milano San Raffaele,1508,F,1258
1356,2014/2015,Milano San Raffaele,1508,M,866
1357,2014/2015,Modena e Reggio Emilia,3601,F,10579
1358,2014/2015,Modena e Reggio Emilia,3601,M,9121
1359,2014/2015,Molise,7001,F,4136
1360,2014/2015,Molise,7001,M,2883
1361,2014/2015,Napoli Benincasa,6304,F,6824
1362,2014/2015,Napoli Benincasa,6304,M,1160
1363,2014/2015,Napoli Federico II,6301,F,45265
1364,2014/2015,Napoli Federico II,6301,M,35359
1365,2014/2015,Napoli L'Orientale,6303,F,8110
1366,2014/2015,Napoli L'Orientale,6303,M,2347
1367,2014/2015,Napoli Parthenope,6302,F,6521
1368,2014/2015,Napoli Parthenope,6302,M,8129
1369,2014/2015,Napoli Pegaso - telematica,6307,F,3827
1370,2014/2015,Napoli Pegaso - telematica,6307,M,6870
1371,2014/2015,Napoli Vanvitelli,6306,F,15422
1372,2014/2015,Napoli Vanvitelli,6306,M,10915
1373,2014/2015,Novedrate e-Campus - telematica,1301,F,3687
1374,2014/2015,Novedrate e-Campus - telematica,1301,M,3977
1375,2014/2015,Padova,2801,F,31779
1376,2014/2015,Padova,2801,M,26730
1377,2014/2015,Palermo,8201,F,25044
1378,2014/2015,Palermo,8201,M,17421
1379,2014/2015,Parma,3401,F,13205
1380,2014/2015,Parma,3401,M,10154
1381,2014/2015,Pavia,1801,F,11810
1382,2014/2015,Pavia,1801,M,9460
1383,2014/2015,Perugia,5401,F,12586
1384,2014/2015,Perugia,5401,M,9749
1385,2014/2015,Perugia Stranieri,5403,F,630
1386,2014/2015,Perugia Stranieri,5403,M,359
1387,2014/2015,Piemonte Orientale,201,F,6333
1388,2014/2015,Piemonte Orientale,201,M,4068
1389,2014/2015,Pisa,5001,F,23313
1390,2014/2015,Pisa,5001,M,22026
1391,2014/2015,Reggio Calabria,8001,F,3438
1392,2014/2015,Reggio Calabria,8001,M,3371
1393,2014/2015,Reggio Calabria - Dante Alighieri,8003,F,750
1394,2014/2015,Reggio Calabria - Dante Alighieri,8003,M,156
1395,2014/2015,Roma  Mercatorum - telematica,5814,F,103
1396,2014/2015,Roma  Mercatorum - telematica,5814,M,161
1397,2014/2015,Roma Biomedico,5808,F,982
1398,2014/2015,Roma Biomedico,5808,M,659
1399,2014/2015,Roma Europea,5812,F,495
1400,2014/2015,Roma Europea,5812,M,311
1401,2014/2015,Roma Foro Italico,5806,F,650
1402,2014/2015,Roma Foro Italico,5806,M,1556
1403,2014/2015,Roma La Sapienza,5801,F,59349
1404,2014/2015,Roma La Sapienza,5801,M,43053
1405,2014/2015,Roma Link Campus,5817,F,484
1406,2014/2015,Roma Link Campus,5817,M,929
1407,2014/2015,Roma LUISS,5805,F,3791
1408,2014/2015,Roma LUISS,5805,M,3914
1409,2014/2015,Roma LUMSA,5803,F,3979
1410,2014/2015,Roma LUMSA,5803,M,1901
1411,2014/2015,Roma Marconi - telematica,5810,F,3476
1412,2014/2015,Roma Marconi - telematica,5810,M,5002
1413,2014/2015,Roma San Raffaele - telematica,5816,F,532
1414,2014/2015,Roma San Raffaele - telematica,5816,M,858
1415,2014/2015,Roma Tor Vergata,5802,F,15486
1416,2014/2015,Roma Tor Vergata,5802,M,14801
1417,2014/2015,Roma Tre,5807,F,20542
1418,2014/2015,Roma Tre,5807,M,14293
1419,2014/2015,Roma UNICUSANO - telematica,5815,F,5669
1420,2014/2015,Roma UNICUSANO - telematica,5815,M,8585
1421,2014/2015,Roma UNINETTUNO - telematica,5813,F,3529
1422,2014/2015,Roma UNINETTUNO - telematica,5813,M,5711
1423,2014/2015,Roma UNINT,5809,F,965
1424,2014/2015,Roma UNINT,5809,M,331
1425,2014/2015,Roma UNITELMA - telematica,5811,F,742
1426,2014/2015,Roma UNITELMA - telematica,5811,M,838
1427,2014/2015,Rozzano (MI) Humanitas University,1510,F,94
1428,2014/2015,Rozzano (MI) Humanitas University,1510,M,47
1429,2014/2015,Salento,7501,F,11377
1430,2014/2015,Salento,7501,M,6531
1431,2014/2015,Salerno,6501,F,20951
1432,2014/2015,Salerno,6501,M,13980
1433,2014/2015,Sannio,6201,F,3050
1434,2014/2015,Sannio,6201,M,2760
1435,2014/2015,Sassari,9001,F,8260
1436,2014/2015,Sassari,9001,M,4590
1437,2014/2015,Siena,5201,F,9106
1438,2014/2015,Siena,5201,M,6508
1439,2014/2015,Siena Stranieri,5202,F,1128
1440,2014/2015,Siena Stranieri,5202,M,267
1441,2014/2015,Teramo,6701,F,3723
1442,2014/2015,Teramo,6701,M,2605
1443,2014/2015,Torino,101,F,40737
1444,2014/2015,Torino,101,M,25312
1445,2014/2015,Torino Politecnico,102,F,8485
1446,2014/2015,Torino Politecnico,102,M,21369
1447,2014/2015,Torrevecchia Teatina Leonardo da Vinci - telematica,6902,F,124
1448,2014/2015,Torrevecchia Teatina Leonardo da Vinci - telematica,6902,M,83
1449,2014/2015,Trento,2201,F,8386
1450,2014/2015,Trento,2201,M,8172
1451,2014/2015,Trieste,3201,F,8809
1452,2014/2015,Trieste,3201,M,6764
1453,2014/2015,Tuscia,5601,F,3740
1454,2014/2015,Tuscia,5601,M,3866
1455,2014/2015,Udine,3001,F,7802
1456,2014/2015,Udine,3001,M,7147
1457,2014/2015,Urbino,4101,F,8565
1458,2014/2015,Urbino,4101,M,5419
1459,2014/2015,Venezia C Foscari,2701,F,12393
1460,2014/2015,Venezia C Foscari,2701,M,6789
1461,2014/2015,Venezia Iuav,2702,F,2274
1462,2014/2015,Venezia Iuav,2702,M,2242
1463,2014/2015,Verona,2301,F,14196
1464,2014/2015,Verona,2301,M,7833
1465,2013/2014,Aosta,701,F,836
1466,2013/2014,Aosta,701,M,325
1467,2013/2014,Bari,7201,F,32109
1468,2013/2014,Bari,7201,M,18054
1469,2013/2014,Bari Politecnico,7202,F,3389
1470,2013/2014,Bari Politecnico,7202,M,7319
1471,2013/2014,Basilicata,7601,F,4241
1472,2013/2014,Basilicata,7601,M,3217
1473,2013/2014,Benevento Giustino Fortunato - telematica,6202,F,194
1474,2013/2014,Benevento Giustino Fortunato - telematica,6202,M,350
1475,2013/2014,Bergamo,1601,F,9015
1476,2013/2014,Bergamo,1601,M,5356
1477,2013/2014,Bologna,3701,F,43530
1478,2013/2014,Bologna,3701,M,34115
1479,2013/2014,Bolzano,2101,F,1823
1480,2013/2014,Bolzano,2101,M,829
1481,2013/2014,Bra Scienze Gastronomiche,401,F,145
1482,2013/2014,Bra Scienze Gastronomiche,401,M,119
1483,2013/2014,Brescia,1701,F,6717
1484,2013/2014,Brescia,1701,M,7491
1485,2013/2014,Cagliari,9201,F,16764
1486,2013/2014,Cagliari,9201,M,11050
1487,2013/2014,Calabria,7801,F,18187
1488,2013/2014,Calabria,7801,M,12378
1489,2013/2014,Camerino,4302,F,3556
1490,2013/2014,Camerino,4302,M,3358
1491,2013/2014,Casamassima - G.Degennaro,7203,F,518
1492,2013/2014,Casamassima - G.Degennaro,7203,M,782
1493,2013/2014,Cassino,6001,F,4776
1494,2013/2014,Cassino,6001,M,3852
1495,2013/2014,Castellanza LIUC,1201,F,666
1496,2013/2014,Castellanza LIUC,1201,M,1093
1497,2013/2014,Catania,8701,F,30232
1498,2013/2014,Catania,8701,M,19401
1499,2013/2014,Catanzaro,7901,F,6380
1500,2013/2014,Catanzaro,7901,M,4060
1501,2013/2014,Chieti e Pescara,6901,F,18529
1502,2013/2014,Chieti e Pescara,6901,M,10055
1503,2013/2014,Enna KORE,8601,F,3583
1504,2013/2014,Enna KORE,8601,M,2443
1505,2013/2014,Ferrara,3801,F,8738
1506,2013/2014,Ferrara,3801,M,7174
1507,2013/2014,Firenze,4801,F,29573
1508,2013/2014,Firenze,4801,M,20749
1509,2013/2014,Firenze IUL - telematica,4804,F,18
1510,2013/2014,Firenze IUL - telematica,4804,M,3
1511,2013/2014,Foggia,7101,F,6116
1512,2013/2014,Foggia,7101,M,3503
1513,2013/2014,Genova,1001,F,18105
1514,2013/2014,Genova,1001,M,14604
1515,2013/2014,Insubria,1202,F,4784
1516,2013/2014,Insubria,1202,M,3747
1517,2013/2014,L'Aquila,6601,F,13511
1518,2013/2014,L'Aquila,6601,M,10527
1519,2013/2014,Macerata,4301,F,6933
1520,2013/2014,Macerata,4301,M,2897
1521,2013/2014,Marche,4201,F,6992
1522,2013/2014,Marche,4201,M,8676
1523,2013/2014,Messina,8301,F,16937
1524,2013/2014,Messina,8301,M,9670
1525,2013/2014,Milano,1501,F,35594
1526,2013/2014,Milano,1501,M,24847
1527,2013/2014,Milano Bicocca,1509,F,19930
1528,2013/2014,Milano Bicocca,1509,M,12245
1529,2013/2014,Milano Bocconi,1503,F,6649
1530,2013/2014,Milano Bocconi,1503,M,6920
1531,2013/2014,Milano Cattolica,1504,F,23743
1532,2013/2014,Milano Cattolica,1504,M,13044
1533,2013/2014,Milano IULM,1505,F,2935
1534,2013/2014,Milano IULM,1505,M,1263
1535,2013/2014,Milano Politecnico,1502,F,13296
1536,2013/2014,Milano Politecnico,1502,M,26508
1537,2013/2014,Milano San Raffaele,1508,F,1146
1538,2013/2014,Milano San Raffaele,1508,M,855
1539,2013/2014,Modena e Reggio Emilia,3601,F,10628
1540,2013/2014,Modena e Reggio Emilia,3601,M,8925
1541,2013/2014,Molise,7001,F,4332
1542,2013/2014,Molise,7001,M,2997
1543,2013/2014,Napoli Benincasa,6304,F,6891
1544,2013/2014,Napoli Benincasa,6304,M,1195
1545,2013/2014,Napoli Federico II,6301,F,46399
1546,2013/2014,Napoli Federico II,6301,M,35747
1547,2013/2014,Napoli L'Orientale,6303,F,8185
1548,2013/2014,Napoli L'Orientale,6303,M,2299
1549,2013/2014,Napoli Parthenope,6302,F,6846
1550,2013/2014,Napoli Parthenope,6302,M,8655
1551,2013/2014,Napoli Pegaso - telematica,6307,F,3028
1552,2013/2014,Napoli Pegaso - telematica,6307,M,5788
1553,2013/2014,Napoli Vanvitelli,6306,F,15541
1554,2013/2014,Napoli Vanvitelli,6306,M,11137
1555,2013/2014,Novedrate e-Campus - telematica,1301,F,3132
1556,2013/2014,Novedrate e-Campus - telematica,1301,M,3590
1557,2013/2014,Padova,2801,F,32172
1558,2013/2014,Padova,2801,M,26241
1559,2013/2014,Palermo,8201,F,26546
1560,2013/2014,Palermo,8201,M,18154
1561,2013/2014,Parma,3401,F,14143
1562,2013/2014,Parma,3401,M,10792
1563,2013/2014,Pavia,1801,F,11886
1564,2013/2014,Pavia,1801,M,9653
1565,2013/2014,Perugia,5401,F,12938
1566,2013/2014,Perugia,5401,M,9956
1567,2013/2014,Perugia Stranieri,5403,F,708
1568,2013/2014,Perugia Stranieri,5403,M,392
1569,2013/2014,Piemonte Orientale,201,F,6134
1570,2013/2014,Piemonte Orientale,201,M,3961
1571,2013/2014,Pisa,5001,F,23405
1572,2013/2014,Pisa,5001,M,21727
1573,2013/2014,Reggio Calabria,8001,F,3871
1574,2013/2014,Reggio Calabria,8001,M,3780
1575,2013/2014,Reggio Calabria - Dante Alighieri,8003,F,646
1576,2013/2014,Reggio Calabria - Dante Alighieri,8003,M,120
1577,2013/2014,Roma  Mercatorum - telematica,5814,F,91
1578,2013/2014,Roma  Mercatorum - telematica,5814,M,160
1579,2013/2014,Roma Biomedico,5808,F,941
1580,2013/2014,Roma Biomedico,5808,M,626
1581,2013/2014,Roma Europea,5812,F,547
1582,2013/2014,Roma Europea,5812,M,340
1583,2013/2014,Roma Foro Italico,5806,F,683
1584,2013/2014,Roma Foro Italico,5806,M,1524
1585,2013/2014,Roma La Sapienza,5801,F,60609
1586,2013/2014,Roma La Sapienza,5801,M,43037
1587,2013/2014,Roma Link Campus,5817,F,400
1588,2013/2014,Roma Link Campus,5817,M,787
1589,2013/2014,Roma LUISS,5805,F,3888
1590,2013/2014,Roma LUISS,5805,M,3736
1591,2013/2014,Roma LUMSA,5803,F,4073
1592,2013/2014,Roma LUMSA,5803,M,1949
1593,2013/2014,Roma Marconi - telematica,5810,F,4381
1594,2013/2014,Roma Marconi - telematica,5810,M,7891
1595,2013/2014,Roma San Raffaele - telematica,5816,F,356
1596,2013/2014,Roma San Raffaele - telematica,5816,M,609
1597,2013/2014,Roma Tor Vergata,5802,F,15474
1598,2013/2014,Roma Tor Vergata,5802,M,15121
1599,2013/2014,Roma Tre,5807,F,20989
1600,2013/2014,Roma Tre,5807,M,14419
1601,2013/2014,Roma UNICUSANO - telematica,5815,F,4610
1602,2013/2014,Roma UNICUSANO - telematica,5815,M,7327
1603,2013/2014,Roma UNINETTUNO - telematica,5813,F,3315
1604,2013/2014,Roma UNINETTUNO - telematica,5813,M,5279
1605,2013/2014,Roma UNINT,5809,F,833
1606,2013/2014,Roma UNINT,5809,M,365
1607,2013/2014,Roma UNITELMA - telematica,5811,F,787
1608,2013/2014,Roma UNITELMA - telematica,5811,M,892
1609,2013/2014,Salento,7501,F,12187
1610,2013/2014,Salento,7501,M,6693
1611,2013/2014,Salerno,6501,F,21329
1612,2013/2014,Salerno,6501,M,13681
1613,2013/2014,Sannio,6201,F,3226
1614,2013/2014,Sannio,6201,M,2969
1615,2013/2014,Sassari,9001,F,8584
1616,2013/2014,Sassari,9001,M,4748
1617,2013/2014,Siena,5201,F,9287
1618,2013/2014,Siena,5201,M,6493
1619,2013/2014,Siena Stranieri,5202,F,925
1620,2013/2014,Siena Stranieri,5202,M,211
1621,2013/2014,Teramo,6701,F,3931
1622,2013/2014,Teramo,6701,M,2759
1623,2013/2014,Torino,101,F,40553
1624,2013/2014,Torino,101,M,24940
1625,2013/2014,Torino Politecnico,102,F,8269
1626,2013/2014,Torino Politecnico,102,M,20871
1627,2013/2014,Torrevecchia Teatina Leonardo da Vinci - telematica,6902,F,158
1628,2013/2014,Torrevecchia Teatina Leonardo da Vinci - telematica,6902,M,132
1629,2013/2014,Trento,2201,F,8363
1630,2013/2014,Trento,2201,M,8175
1631,2013/2014,Trieste,3201,F,9351
1632,2013/2014,Trieste,3201,M,7193
1633,2013/2014,Tuscia,5601,F,3680
1634,2013/2014,Tuscia,5601,M,3756
1635,2013/2014,Udine,3001,F,8086
1636,2013/2014,Udine,3001,M,7112
1637,2013/2014,Urbino,4101,F,8551
1638,2013/2014,Urbino,4101,M,5422
1639,2013/2014,Venezia C Foscari,2701,F,12585
1640,2013/2014,Venezia C Foscari,2701,M,6798
1641,2013/2014,Venezia Iuav,2702,F,2318
1642,2013/2014,Venezia Iuav,2702,M,2411
1643,2013/2014,Verona,2301,F,14181
1644,2013/2014,Verona,2301,M,7761
1645,2012/2013,Aosta,701,F,875
1646,2012/2013,Aosta,701,M,333
1647,2012/2013,Bari,7201,F,33499
1648,2012/2013,Bari,7201,M,18414
1649,2012/2013,Bari Politecnico,7202,F,3519
1650,2012/2013,Bari Politecnico,7202,M,7667
1651,2012/2013,Basilicata,7601,F,4459
1652,2012/2013,Basilicata,7601,M,3484
1653,2012/2013,Benevento Giustino Fortunato - telematica,6202,F,183
1654,2012/2013,Benevento Giustino Fortunato - telematica,6202,M,303
1655,2012/2013,Bergamo,1601,F,9080
1656,2012/2013,Bergamo,1601,M,5452
1657,2012/2013,Bologna,3701,F,44341
1658,2012/2013,Bologna,3701,M,34260
1659,2012/2013,Bolzano,2101,F,1900
1660,2012/2013,Bolzano,2101,M,859
1661,2012/2013,Bra Scienze Gastronomiche,401,F,142
1662,2012/2013,Bra Scienze Gastronomiche,401,M,126
1663,2012/2013,Brescia,1701,F,6671
1664,2012/2013,Brescia,1701,M,7547
1665,2012/2013,Cagliari,9201,F,17554
1666,2012/2013,Cagliari,9201,M,11419
1667,2012/2013,Calabria,7801,F,18871
1668,2012/2013,Calabria,7801,M,12777
1669,2012/2013,Camerino,4302,F,3717
1670,2012/2013,Camerino,4302,M,3590
1671,2012/2013,Casamassima - G.Degennaro,7203,F,491
1672,2012/2013,Casamassima - G.Degennaro,7203,M,816
1673,2012/2013,Cassino,6001,F,5055
1674,2012/2013,Cassino,6001,M,4083
1675,2012/2013,Castellanza LIUC,1201,F,653
1676,2012/2013,Castellanza LIUC,1201,M,1108
1677,2012/2013,Catania,8701,F,32277
1678,2012/2013,Catania,8701,M,20255
1679,2012/2013,Catanzaro,7901,F,6159
1680,2012/2013,Catanzaro,7901,M,3893
1681,2012/2013,Chieti e Pescara,6901,F,19519
1682,2012/2013,Chieti e Pescara,6901,M,10436
1683,2012/2013,Enna KORE,8601,F,3509
1684,2012/2013,Enna KORE,8601,M,2483
1685,2012/2013,Ferrara,3801,F,9262
1686,2012/2013,Ferrara,3801,M,7400
1687,2012/2013,Firenze,4801,F,30281
1688,2012/2013,Firenze,4801,M,21174
1689,2012/2013,Firenze IUL - telematica,4804,F,19
1690,2012/2013,Firenze IUL - telematica,4804,M,5
1691,2012/2013,Foggia,7101,F,6293
1692,2012/2013,Foggia,7101,M,3731
1693,2012/2013,Genova,1001,F,18946
1694,2012/2013,Genova,1001,M,14932
1695,2012/2013,Insubria,1202,F,4815
1696,2012/2013,Insubria,1202,M,3817
1697,2012/2013,L'Aquila,6601,F,13540
1698,2012/2013,L'Aquila,6601,M,10809
1699,2012/2013,Macerata,4301,F,7245
1700,2012/2013,Macerata,4301,M,3040
1701,2012/2013,Marche,4201,F,7032
1702,2012/2013,Marche,4201,M,8843
1703,2012/2013,Messina,8301,F,18395
1704,2012/2013,Messina,8301,M,10580
1705,2012/2013,Milano,1501,F,35384
1706,2012/2013,Milano,1501,M,24613
1707,2012/2013,Milano Bicocca,1509,F,20252
1708,2012/2013,Milano Bicocca,1509,M,12279
1709,2012/2013,Milano Bocconi,1503,F,6558
1710,2012/2013,Milano Bocconi,1503,M,6868
1711,2012/2013,Milano Cattolica,1504,F,24484
1712,2012/2013,Milano Cattolica,1504,M,13291
1713,2012/2013,Milano IULM,1505,F,2970
1714,2012/2013,Milano IULM,1505,M,1276
